RST	39	96	0
RST	39	112	1
RST	39	128	2
RST	39	144	3
RST	39	192	7
RST	39	208	6
RST	39	224	5
RST	39	240	4
RST	39	288	0
RST	39	304	1
RST	39	320	2
RST	39	336	3
RST	40	0	7
RST	40	16	6
RST	40	32	5
RST	40	48	4
RST	40	96	0
RST	40	112	1
RST	40	128	2
RST	40	144	3
TAP	40	192	6
TAP	40	240	5
TAP	40	240	7
TAP	40	288	0
TAP	40	288	4
TAP	40	336	1
TAP	40	336	3
RST	41	0	2
SCL	41	0	2	96	48	7
RST	41	96	4
SCR	41	96	4	96	48	7
RST	41	192	3
SF_	41	192	3	96	48	7
RST	42	0	1
RST	42	0	5
TAP	42	96	2
TAP	42	96	3
TAP	42	144	4
TAP	42	144	5
STR	42	192	0
SCR	42	192	0	96	48	3
STR	42	192	7
SCL	42	192	7	96	48	4
TTP	42	296	1E
TTP	42	296	7E
TTP	42	304	2E
TTP	42	304	6E
TTP	42	312	3E
TTP	42	312	5E
RST	43	0	7
RST	43	16	6
RST	43	32	5
RST	43	48	4
RST	43	96	1
RST	43	112	2
RST	43	128	3
RST	43	144	4
RST	43	192	7
RST	43	208	6
RST	43	224	5
RST	43	240	4
RST	43	288	0
RST	43	304	1
RST	43	320	2
RST	43	336	3
RST	44	0	6
RST	44	16	5
RST	44	32	4
RST	44	48	3
RST	44	96	0
RST	44	112	1
RST	44	128	2
RST	44	144	3
TAP	44	192	6
TAP	44	240	5
TAP	44	240	7
TAP	44	288	0
TAP	44	288	4
TAP	44	336	1
TAP	44	336	3
RST	45	0	2
SI_	45	0	2	96	48	6
RST	45	96	5
SI_	45	96	5	96	48	3
RST	45	192	1
SI_	45	192	1	96	48	7
RST	45	288	6
SI_	45	288	6	96	48	2
RST	46	0	0
TAP	46	96	1
TAP	46	96	4
TAP	46	144	1
TAP	46	144	4
TAP	46	192	5
TAP	46	240	3
TAP	46	240	6
TAP	46	288	2
TAP	46	336	1
TAP	46	336	4
RST	47	0	0
RST	47	16	1
RST	47	32	2
RST	47	48	3
RST	47	96	6
RST	47	112	5
RST	47	128	4
RST	47	144	3
RST	47	192	0
RST	47	208	1
RST	47	224	2
RST	47	240	3
RST	47	288	7
RST	47	304	6
RST	47	320	5
RST	47	336	4
RST	48	0	1
RST	48	16	2
RST	48	32	3
RST	48	48	4
RST	48	96	7
RST	48	112	6
RST	48	128	5
RST	48	144	4
TAP	48	192	1
TAP	48	240	0
TAP	48	240	2
TAP	48	288	6
TAP	48	336	5
TAP	48	336	7
TAP	49	0	3
TAP	49	24	4
TAP	49	48	3
TAP	49	72	4
TAP	49	96	3
TAP	49	120	4
TAP	49	144	3
TAP	49	168	4
RST	49	192	3
RST	49	204	2
RST	49	216	1
RST	49	228	0
RST	49	240	7
RST	49	252	6
RST	49	264	5
RST	49	276	4
RST	49	288	3
RST	49	300	2
RST	49	312	1
RST	49	324	0
RST	49	336	7
RST	49	348	6
RST	49	360	5
RST	49	372	4
RST	50	0	3
SCL	50	0	3	96	192	4
SUR	50	0	3	96	192	4
RST	51	0	1
RST	51	0	6
TTP	51	96	1E
TTP	51	192	0C
TTP	51	288	5E
STR	52	0	6
SXR	52	0	6	96	240	3
RST	52	192	1
RST	52	288	2
TAP	53	0	1
TTP	53	96	7E
TTP	53	192	0C
TTP	53	288	3E
STR	54	0	1
SXL	54	0	1	96	240	4
RST	54	192	6
RST	54	288	5
TAP	55	0	6
TTP	55	96	4E
TTP	55	192	0C
TTP	55	288	0E
HLD	56	0	1	96
HLD	56	0	6	96
HLD	56	192	2	96
HLD	56	192	5	96
TAP	57	0	3
TAP	57	0	4
TAP	57	48	2
TAP	57	48	5
TAP	57	96	1
TAP	57	96	6
TAP	57	144	0
TAP	57	144	7
TAP	57	192	1
TAP	57	216	6
TAP	57	240	1
TAP	57	264	6
TAP	57	288	2
TAP	57	312	5
TAP	57	336	2
TAP	57	360	5
XHO	58	0	3	96
XHO	58	0	4	96
TTP	58	192	2E
TTP	58	240	6E
TTP	58	288	0C
RST	59	0	0
RST	59	0	7
TAP	59	96	3
TAP	59	96	6
TAP	59	144	3
TAP	59	144	6
TTP	59	240	0E
TTP	59	240	0B
TTP	59	240	1B
TTP	59	240	2E
TAP	59	336	3
TAP	59	336	6
TAP	60	0	3
TAP	60	0	6
TAP	60	48	5
TAP	60	72	4
TAP	60	96	5
TAP	60	144	3
TAP	60	144	6
RST	60	192	3
SI_	60	192	3	96	48	0
RST	60	192	6
RST	60	288	4
RST	61	0	3
RST	61	0	7
TAP	61	96	1
TAP	61	96	4
TAP	61	144	1
TAP	61	144	4
TTP	61	240	0E
TTP	61	240	6E
TTP	61	240	6B
TTP	61	240	7B
TAP	61	336	1
TAP	61	336	4
TAP	62	0	1
TAP	62	0	4
TAP	62	48	2
TAP	62	72	3
TAP	62	96	2
TAP	62	120	3
TAP	62	144	2
TAP	62	168	3
TAP	62	192	2
TAP	62	240	1
TAP	62	240	4
RST	62	288	0
RST	62	312	0
RST	62	336	0
RST	62	360	0
RST	63	0	0
TAP	63	48	6
TAP	63	72	7
TAP	63	96	6
TAP	63	144	0
TAP	63	144	5
TTP	63	240	2B
TTP	63	240	2E
TTP	63	240	3B
TTP	63	240	4E
TAP	63	336	0
TAP	63	336	5
TAP	64	0	0
TAP	64	0	5
TAP	64	48	6
TAP	64	72	7
TAP	64	96	6
TAP	64	144	0
TAP	64	144	5
TAP	64	192	1
TAP	64	216	0
TAP	64	240	1
TAP	64	288	2
TAP	64	288	7
TAP	64	336	4
TAP	64	336	5
TAP	65	0	2
TAP	65	0	7
TAP	65	48	1
TAP	65	72	0
TAP	65	96	1
TAP	65	144	2
TAP	65	144	7
TTP	65	240	4B
TTP	65	240	4E
TTP	65	240	5B
TTP	65	240	6E
TAP	65	336	2
TAP	65	336	7
TAP	66	0	0
TAP	66	0	5
TAP	66	48	0
TAP	66	48	5
TAP	66	96	2
TAP	66	96	7
TAP	66	144	2
TAP	66	144	7
RST	66	192	1
SI_	66	192	1	96	48	5
RST	66	192	6
SI_	66	192	6	96	48	2
RST	66	240	1
RST	66	240	6
TTP	66	304	0C
RST	67	0	0
RST	67	0	7
TAP	67	96	4
TAP	67	96	6
STR	67	144	4
SI_	67	144	4	96	48	1
TAP	67	144	6
STR	67	240	6
SI_	67	240	6	96	48	3
TAP	67	336	2
RST	68	0	2
TAP	68	96	1
TAP	68	96	3
TAP	68	144	1
STR	68	144	3
SI_	68	144	3	96	48	6
STR	68	240	1
SI_	68	240	1	96	48	4
TAP	68	336	5
XHO	69	0	5	72
TAP	69	72	4
TAP	69	96	5
TAP	69	144	3
TAP	69	144	6
HLD	69	192	7	72
TAP	69	264	0
TAP	69	288	7
TAP	69	336	1
TAP	69	336	6
XHO	70	0	2	72
RST	70	0	5
TAP	70	72	3
TAP	70	96	2
TAP	70	144	1
TAP	70	144	4
RST	70	192	2
XHO	70	192	5	72
TAP	70	264	4
TAP	70	288	5
TAP	70	336	3
TAP	70	336	6
RST	71	0	7
TAP	71	48	2
TAP	71	72	3
TAP	71	96	2
TAP	71	144	1
TAP	71	144	4
RST	71	192	0
TAP	71	240	5
TAP	71	264	4
TAP	71	288	5
TAP	71	336	3
TAP	71	336	6
RST	72	0	7
TAP	72	48	2
TAP	72	72	3
TAP	72	96	2
TAP	72	144	1
TAP	72	144	4
RST	72	192	0
TAP	72	240	5
TAP	72	264	4
TAP	72	288	5
TAP	72	336	3
TAP	72	336	6
RST	73	0	2
RST	73	0	4
TAP	73	48	2
TAP	73	48	4
RST	73	96	3
RST	73	96	6
TAP	73	144	3
TAP	73	144	6
RST	73	192	1
RST	73	192	5
TAP	73	240	1
TAP	73	240	5
RST	73	288	3
RST	73	288	7
TAP	73	336	3
TAP	73	336	7
RST	74	0	0
RST	74	12	1
RST	74	24	2
RST	74	36	3
RST	74	48	4
RST	74	60	5
RST	74	72	6
RST	74	84	7
RST	74	96	0
RST	74	108	1
RST	74	120	2
RST	74	132	3
RST	74	144	4
RST	74	156	5
RST	74	168	6
RST	74	180	7
RST	74	192	0
RST	74	204	1
RST	74	216	2
RST	74	228	3
RST	74	240	4
RST	74	252	5
RST	74	264	6
RST	74	276	7
RST	74	288	0
RST	74	300	1
RST	74	312	2
RST	74	324	3
RST	74	336	4
RST	74	348	5
RST	74	360	6
RST	74	372	7
RST	75	0	0
THO	75	0	0C	384
RST	76	288	1
RST	76	288	6
TAP	77	0	0
TAP	77	0	7
TAP	77	48	1
TAP	77	72	0
TAP	77	96	1
TAP	77	144	6
TAP	77	168	7
TAP	77	192	6
TAP	77	240	2
TAP	77	264	3
TAP	77	288	1
TAP	77	336	5
TAP	77	360	4
TAP	78	0	6
TAP	78	48	3
TAP	78	72	4
TAP	78	96	3
RST	78	144	0
RST	78	144	7
RST	78	168	1
RST	78	168	6
RST	78	192	2
RST	78	192	5
TAP	78	288	4
TAP	78	288	5
TAP	78	336	2
TAP	78	336	3
TAP	79	0	0
TAP	79	0	1
TAP	79	48	6
TAP	79	72	7
TAP	79	96	6
TAP	79	144	4
TAP	79	144	5
TAP	79	192	2
TAP	79	192	3
TAP	79	240	1
TAP	79	264	0
TAP	79	288	1
TAP	79	336	2
TAP	79	336	3
TAP	80	0	4
TAP	80	0	5
TAP	80	48	6
TAP	80	72	7
STR	80	96	6
SI_	80	96	6	96	48	2
TAP	80	144	0
STR	80	192	0
SI_	80	192	0	96	48	4
RST	80	288	7
TAP	81	0	1
TAP	81	0	6
TAP	81	48	5
TAP	81	72	4
TAP	81	96	6
TAP	81	144	2
TAP	81	168	3
TAP	81	192	1
TAP	81	240	5
TAP	81	264	4
TAP	81	288	7
TAP	81	336	2
TAP	81	360	3
TAP	82	0	0
TAP	82	48	4
TAP	82	48	5
TAP	82	96	6
TAP	82	96	7
TAP	82	144	0
TAP	82	144	1
RST	82	192	2
RST	82	192	7
SCL	82	192	7	96	48	4
TAP	82	288	0
TAP	82	336	1
TAP	83	0	2
TAP	83	0	3
TAP	83	48	1
TAP	83	48	4
TAP	83	96	0
TAP	83	96	5
RST	83	144	6
RST	83	144	7
TAP	83	240	1
TAP	83	264	0
TAP	83	288	1
RST	83	336	2
SCL	83	336	2	96	48	7
RST	83	336	7
RST	84	48	4
SCR	84	48	4	96	48	7
RST	84	144	3
SF_	84	144	3	96	48	7
TTP	84	248	3B
TTP	84	256	0C
TTP	84	264	7B
RST	85	0	1
RST	85	0	5
TAP	85	48	6
TAP	85	72	7
TAP	85	96	6
TAP	85	144	1
TAP	85	168	0
TAP	85	192	1
TAP	85	240	5
TAP	85	264	4
TAP	85	288	6
TAP	85	336	2
TAP	85	360	3
TAP	86	0	1
TAP	86	48	4
TAP	86	72	3
TAP	86	96	4
RST	86	144	0
RST	86	144	7
RST	86	168	1
RST	86	168	6
RST	86	192	2
RST	86	192	5
TAP	86	288	2
TAP	86	288	3
TAP	86	336	4
TAP	86	336	5
TAP	87	0	6
TAP	87	0	7
TAP	87	48	1
TAP	87	72	0
TAP	87	96	1
TAP	87	144	2
TAP	87	144	3
TAP	87	192	4
TAP	87	192	5
TAP	87	240	6
TAP	87	264	7
TAP	87	288	6
TAP	87	336	4
TAP	87	336	5
TAP	88	0	2
TAP	88	0	3
TAP	88	48	1
TAP	88	72	0
STR	88	96	1
SI_	88	96	1	96	48	5
TAP	88	144	7
STR	88	192	7
SI_	88	192	7	96	48	3
RST	88	288	0
TAP	89	0	2
TAP	89	0	4
TAP	89	48	1
TAP	89	72	0
TAP	89	96	1
TAP	89	144	2
TAP	89	144	7
TAP	89	192	3
TAP	89	192	5
TAP	89	240	6
TAP	89	264	7
TAP	89	288	6
TAP	89	336	0
TAP	89	336	5
RST	90	0	2
RST	90	0	4
RST	90	48	3
RST	90	48	5
RST	90	96	1
RST	90	96	4
RST	90	144	3
RST	90	144	6
RST	90	192	0
SCR	90	192	0	96	48	3
RST	90	192	7
SCL	90	192	7	96	48	4
TTP	90	296	1E
TTP	90	296	7E
TTP	90	304	2E
TTP	90	304	6E
TTP	90	312	3E
TTP	90	312	5E
RST	91	0	3
RST	91	24	4
TAP	91	48	3
TAP	91	72	4
RST	91	96	2
RST	91	120	5
TAP	91	144	2
TAP	91	168	5
RST	91	192	1
RST	91	216	6
TAP	91	240	1
TAP	91	264	6
RST	91	288	0
RST	91	312	7
TAP	91	336	0
TAP	91	360	7
RST	92	0	0
RST	92	16	1
RST	92	32	2
RST	92	48	3
RST	92	96	7
RST	92	112	6
RST	92	128	5
RST	92	144	4
RST	92	192	0
RST	92	204	1
RST	92	216	2
RST	92	228	3
RST	92	240	4
RST	92	252	5
RST	92	264	6
RST	92	276	7
RST	92	288	0
RST	92	300	1
RST	92	312	2
RST	92	324	3
RST	92	336	4
RST	92	348	5
RST	92	360	6
RST	92	372	7
RST	93	0	0
THO	93	0	0C	1440
RST	96	288	0


