RST	38	96	7
RST	38	112	6
RST	38	128	5
RST	38	144	4
RST	38	192	0
RST	38	208	1
RST	38	224	2
RST	38	240	3
RST	38	288	7
RST	38	304	6
RST	38	320	5
RST	38	336	4
RST	39	0	0
RST	39	16	1
RST	39	32	2
RST	39	48	3
RST	39	96	7
RST	39	112	6
RST	39	128	5
RST	39	144	4
TAP	39	192	1
TAP	39	240	2
TAP	39	240	0
TAP	39	288	7
TAP	39	288	3
TAP	39	336	6
TAP	39	336	4
RST	40	0	5
SCR	40	0	5	96	48	0
RST	40	96	3
SCL	40	96	3	96	48	0
RST	40	192	4
SF_	40	192	4	96	48	0
RST	41	0	6
RST	41	0	2
TAP	41	96	5
TAP	41	96	4
TAP	41	144	3
TAP	41	144	2
STR	41	192	7
SCL	41	192	7	96	48	4
STR	41	192	0
SCR	41	192	0	96	48	3
TTP	41	296	6E
TTP	41	296	0E
TTP	41	304	5E
TTP	41	304	1E
TTP	41	312	4E
TTP	41	312	2E
RST	42	0	0
RST	42	16	1
RST	42	32	2
RST	42	48	3
RST	42	96	6
RST	42	112	5
RST	42	128	4
RST	42	144	3
RST	42	192	0
RST	42	208	1
RST	42	224	2
RST	42	240	3
RST	42	288	7
RST	42	304	6
RST	42	320	5
RST	42	336	4
RST	43	0	1
RST	43	16	2
RST	43	32	3
RST	43	48	4
RST	43	96	7
RST	43	112	6
RST	43	128	5
RST	43	144	4
TAP	43	192	1
TAP	43	240	2
TAP	43	240	0
TAP	43	288	7
TAP	43	288	3
TAP	43	336	6
TAP	43	336	4
RST	44	0	5
SI_	44	0	5	96	48	1
RST	44	96	2
SI_	44	96	2	96	48	4
RST	44	192	6
SI_	44	192	6	96	48	0
RST	44	288	1
SI_	44	288	1	96	48	5
RST	45	0	7
TAP	45	96	6
TAP	45	96	3
TAP	45	144	6
TAP	45	144	3
TAP	45	192	2
TAP	45	240	4
TAP	45	240	1
TAP	45	288	5
TAP	45	336	6
TAP	45	336	3
RST	46	0	7
RST	46	16	6
RST	46	32	5
RST	46	48	4
RST	46	96	1
RST	46	112	2
RST	46	128	3
RST	46	144	4
RST	46	192	7
RST	46	208	6
RST	46	224	5
RST	46	240	4
RST	46	288	0
RST	46	304	1
RST	46	320	2
RST	46	336	3
RST	47	0	6
RST	47	16	5
RST	47	32	4
RST	47	48	3
RST	47	96	0
RST	47	112	1
RST	47	128	2
RST	47	144	3
TAP	47	192	6
TAP	47	240	7
TAP	47	240	5
TAP	47	288	1
TAP	47	336	2
TAP	47	336	0
TAP	48	0	4
TAP	48	24	3
TAP	48	48	4
TAP	48	72	3
TAP	48	96	4
TAP	48	120	3
TAP	48	144	4
TAP	48	168	3
RST	48	192	4
RST	48	204	5
RST	48	216	6
RST	48	228	7
RST	48	240	0
RST	48	252	1
RST	48	264	2
RST	48	276	3
RST	48	288	4
RST	48	300	5
RST	48	312	6
RST	48	324	7
RST	48	336	0
RST	48	348	1
RST	48	360	2
RST	48	372	3
RST	49	0	4
SCR	49	0	4	96	192	3
SUL	49	0	4	96	192	3
RST	50	0	6
RST	50	0	1
TTP	50	96	6E
TTP	50	192	0C
TTP	50	288	2E
STR	51	0	1
SXL	51	0	1	96	240	4
RST	51	192	6
RST	51	288	5
TAP	52	0	6
TTP	52	96	0E
TTP	52	192	0C
TTP	52	288	4E
STR	53	0	6
SXR	53	0	6	96	240	3
RST	53	192	1
RST	53	288	2
TAP	54	0	1
TTP	54	96	3E
TTP	54	192	0C
TTP	54	288	7E
HLD	55	0	6	96
HLD	55	0	1	96
HLD	55	192	5	96
HLD	55	192	2	96
TAP	56	0	4
TAP	56	0	3
TAP	56	48	5
TAP	56	48	2
TAP	56	96	6
TAP	56	96	1
TAP	56	144	7
TAP	56	144	0
TAP	56	192	6
TAP	56	216	1
TAP	56	240	6
TAP	56	264	1
TAP	56	288	5
TAP	56	312	2
TAP	56	336	5
TAP	56	360	2
XHO	57	0	4	96
XHO	57	0	3	96
TTP	57	192	5E
TTP	57	240	1E
TTP	57	288	0C
RST	58	0	7
RST	58	0	0
TAP	58	96	4
TAP	58	96	1
TAP	58	144	4
TAP	58	144	1
TTP	58	240	7E
TTP	58	240	7B
TTP	58	240	6B
TTP	58	240	5E
TAP	58	336	4
TAP	58	336	1
TAP	59	0	4
TAP	59	0	1
TAP	59	48	2
TAP	59	72	3
TAP	59	96	2
TAP	59	144	4
TAP	59	144	1
RST	59	192	4
SI_	59	192	4	96	48	7
RST	59	192	1
RST	59	288	3
RST	60	0	4
RST	60	0	0
TAP	60	96	6
TAP	60	96	3
TAP	60	144	6
TAP	60	144	3
TTP	60	240	7E
TTP	60	240	1E
TTP	60	240	1B
TTP	60	240	0B
TAP	60	336	6
TAP	60	336	3
TAP	61	0	6
TAP	61	0	3
TAP	61	48	5
TAP	61	72	4
TAP	61	96	5
TAP	61	120	4
TAP	61	144	5
TAP	61	168	4
TAP	61	192	5
TAP	61	240	6
TAP	61	240	3
RST	61	288	7
RST	61	312	7
RST	61	336	7
RST	61	360	7
RST	62	0	7
TAP	62	48	1
TAP	62	72	0
TAP	62	96	1
TAP	62	144	7
TAP	62	144	2
TTP	62	240	5B
TTP	62	240	5E
TTP	62	240	4B
TTP	62	240	3E
TAP	62	336	7
TAP	62	336	2
TAP	63	0	7
TAP	63	0	2
TAP	63	48	1
TAP	63	72	0
TAP	63	96	1
TAP	63	144	7
TAP	63	144	2
TAP	63	192	6
TAP	63	216	7
TAP	63	240	6
TAP	63	288	5
TAP	63	288	0
TAP	63	336	3
TAP	63	336	2
TAP	64	0	5
TAP	64	0	0
TAP	64	48	6
TAP	64	72	7
TAP	64	96	6
TAP	64	144	5
TAP	64	144	0
TTP	64	240	3B
TTP	64	240	3E
TTP	64	240	2B
TTP	64	240	1E
TAP	64	336	5
TAP	64	336	0
TAP	65	0	7
TAP	65	0	2
TAP	65	48	7
TAP	65	48	2
TAP	65	96	5
TAP	65	96	0
TAP	65	144	5
TAP	65	144	0
RST	65	192	6
SI_	65	192	6	96	48	2
RST	65	192	1
SI_	65	192	1	96	48	5
RST	65	240	6
RST	65	240	1
TTP	65	304	0C
RST	66	0	7
RST	66	0	0
TAP	66	96	3
TAP	66	96	1
STR	66	144	3
SI_	66	144	3	96	48	6
TAP	66	144	1
STR	66	240	1
SI_	66	240	1	96	48	4
TAP	66	336	5
RST	67	0	5
TAP	67	96	6
TAP	67	96	4
TAP	67	144	6
STR	67	144	4
SI_	67	144	4	96	48	1
STR	67	240	6
SI_	67	240	6	96	48	3
TAP	67	336	2
XHO	68	0	2	72
TAP	68	72	3
TAP	68	96	2
TAP	68	144	4
TAP	68	144	1
HLD	68	192	0	72
TAP	68	264	7
TAP	68	288	0
TAP	68	336	6
TAP	68	336	1
XHO	69	0	5	72
RST	69	0	2
TAP	69	72	4
TAP	69	96	5
TAP	69	144	6
TAP	69	144	3
RST	69	192	5
XHO	69	192	2	72
TAP	69	264	3
TAP	69	288	2
TAP	69	336	4
TAP	69	336	1
RST	70	0	0
TAP	70	48	5
TAP	70	72	4
TAP	70	96	5
TAP	70	144	6
TAP	70	144	3
RST	70	192	7
TAP	70	240	2
TAP	70	264	3
TAP	70	288	2
TAP	70	336	4
TAP	70	336	1
RST	71	0	0
TAP	71	48	5
TAP	71	72	4
TAP	71	96	5
TAP	71	144	6
TAP	71	144	3
RST	71	192	7
TAP	71	240	2
TAP	71	264	3
TAP	71	288	2
TAP	71	336	4
TAP	71	336	1
RST	72	0	5
RST	72	0	3
TAP	72	48	5
TAP	72	48	3
RST	72	96	4
RST	72	96	1
TAP	72	144	4
TAP	72	144	1
RST	72	192	6
RST	72	192	2
TAP	72	240	6
TAP	72	240	2
RST	72	288	4
RST	72	288	0
TAP	72	336	4
TAP	72	336	0
RST	73	0	7
RST	73	12	6
RST	73	24	5
RST	73	36	4
RST	73	48	3
RST	73	60	2
RST	73	72	1
RST	73	84	0
RST	73	96	7
RST	73	108	6
RST	73	120	5
RST	73	132	4
RST	73	144	3
RST	73	156	2
RST	73	168	1
RST	73	180	0
RST	73	192	7
RST	73	204	6
RST	73	216	5
RST	73	228	4
RST	73	240	3
RST	73	252	2
RST	73	264	1
RST	73	276	0
RST	73	288	7
RST	73	300	6
RST	73	312	5
RST	73	324	4
RST	73	336	3
RST	73	348	2
RST	73	360	1
RST	73	372	0
RST	74	0	7
THO	74	0	0C	384
RST	75	288	6
RST	75	288	1
TAP	76	0	7
TAP	76	0	0
TAP	76	48	6
TAP	76	72	7
TAP	76	96	6
TAP	76	144	1
TAP	76	168	0
TAP	76	192	1
TAP	76	240	5
TAP	76	264	4
TAP	76	288	6
TAP	76	336	2
TAP	76	360	3
TAP	77	0	1
TAP	77	48	4
TAP	77	72	3
TAP	77	96	4
RST	77	144	7
RST	77	144	0
RST	77	168	6
RST	77	168	1
RST	77	192	5
RST	77	192	2
TAP	77	288	3
TAP	77	288	2
TAP	77	336	5
TAP	77	336	4
TAP	78	0	7
TAP	78	0	6
TAP	78	48	1
TAP	78	72	0
TAP	78	96	1
TAP	78	144	3
TAP	78	144	2
TAP	78	192	5
TAP	78	192	4
TAP	78	240	6
TAP	78	264	7
TAP	78	288	6
TAP	78	336	5
TAP	78	336	4
TAP	79	0	3
TAP	79	0	2
TAP	79	48	1
TAP	79	72	0
STR	79	96	1
SI_	79	96	1	96	48	5
TAP	79	144	7
STR	79	192	7
SI_	79	192	7	96	48	3
RST	79	288	0
TAP	80	0	6
TAP	80	0	1
TAP	80	48	2
TAP	80	72	3
TAP	80	96	1
TAP	80	144	5
TAP	80	168	4
TAP	80	192	6
TAP	80	240	2
TAP	80	264	3
TAP	80	288	0
TAP	80	336	5
TAP	80	360	4
TAP	81	0	7
TAP	81	48	3
TAP	81	48	2
TAP	81	96	1
TAP	81	96	0
TAP	81	144	7
TAP	81	144	6
RST	81	192	5
RST	81	192	0
SCR	81	192	0	96	48	3
TAP	81	288	7
TAP	81	336	6
TAP	82	0	5
TAP	82	0	4
TAP	82	48	6
TAP	82	48	3
TAP	82	96	7
TAP	82	96	2
RST	82	144	1
RST	82	144	0
TAP	82	240	6
TAP	82	264	7
TAP	82	288	6
RST	82	336	5
SCR	82	336	5	96	48	0
RST	82	336	0
RST	83	48	3
SCL	83	48	3	96	48	0
RST	83	144	4
SF_	83	144	4	96	48	0
TTP	83	248	4B
TTP	83	256	0C
TTP	83	264	0B
RST	84	0	6
RST	84	0	2
TAP	84	48	1
TAP	84	72	0
TAP	84	96	1
TAP	84	144	6
TAP	84	168	7
TAP	84	192	6
TAP	84	240	2
TAP	84	264	3
TAP	84	288	1
TAP	84	336	5
TAP	84	360	4
TAP	85	0	6
TAP	85	48	3
TAP	85	72	4
TAP	85	96	3
RST	85	144	7
RST	85	144	0
RST	85	168	6
RST	85	168	1
RST	85	192	5
RST	85	192	2
TAP	85	288	5
TAP	85	288	4
TAP	85	336	3
TAP	85	336	2
TAP	86	0	1
TAP	86	0	0
TAP	86	48	6
TAP	86	72	7
TAP	86	96	6
TAP	86	144	5
TAP	86	144	4
TAP	86	192	3
TAP	86	192	2
TAP	86	240	1
TAP	86	264	0
TAP	86	288	1
TAP	86	336	3
TAP	86	336	2
TAP	87	0	5
TAP	87	0	4
TAP	87	48	6
TAP	87	72	7
STR	87	96	6
SI_	87	96	6	96	48	2
TAP	87	144	0
STR	87	192	0
SI_	87	192	0	96	48	4
RST	87	288	7
TAP	88	0	5
TAP	88	0	3
TAP	88	48	6
TAP	88	72	7
TAP	88	96	6
TAP	88	144	5
TAP	88	144	0
TAP	88	192	4
TAP	88	192	2
TAP	88	240	1
TAP	88	264	0
TAP	88	288	1
TAP	88	336	7
TAP	88	336	2
RST	89	0	5
RST	89	0	3
RST	89	48	4
RST	89	48	2
RST	89	96	6
RST	89	96	3
RST	89	144	4
RST	89	144	1
RST	89	192	7
SCL	89	192	7	96	48	4
RST	89	192	0
SCR	89	192	0	96	48	3
TTP	89	296	6E
TTP	89	296	0E
TTP	89	304	5E
TTP	89	304	1E
TTP	89	312	4E
TTP	89	312	2E
RST	90	0	4
RST	90	24	3
TAP	90	48	4
TAP	90	72	3
RST	90	96	5
RST	90	120	2
TAP	90	144	5
TAP	90	168	2
RST	90	192	6
RST	90	216	1
TAP	90	240	6
TAP	90	264	1
RST	90	288	7
RST	90	312	0
TAP	90	336	7
TAP	90	360	0
RST	91	0	7
RST	91	16	6
RST	91	32	5
RST	91	48	4
RST	91	96	0
RST	91	112	1
RST	91	128	2
RST	91	144	3
RST	91	192	7
RST	91	204	6
RST	91	216	5
RST	91	228	4
RST	91	240	3
RST	91	252	2
RST	91	264	1
RST	91	276	0
RST	91	288	7
RST	91	300	6
RST	91	312	5
RST	91	324	4
RST	91	336	3
RST	91	348	2
RST	91	360	1
RST	91	372	0
RST	92	0	7
THO	92	0	0C	1440
RST	95	288	7


