TAP	37	288	5
TAP	37	336	3
TAP	37	336	6
TAP	38	0	7
TAP	38	16	6
TAP	38	32	5
TAP	38	48	4
TAP	38	96	0
TAP	38	112	1
TAP	38	128	2
TAP	38	144	3
TAP	38	192	7
TAP	38	208	6
TAP	38	224	5
TAP	38	240	4
TAP	38	288	0
TAP	38	304	1
TAP	38	320	2
TAP	38	336	3
TAP	39	0	7
TAP	39	16	6
TAP	39	32	5
TAP	39	48	4
TAP	39	96	0
TAP	39	112	1
TAP	39	128	2
TAP	39	144	3
TAP	39	192	6
TAP	39	240	5
TAP	39	240	7
TAP	39	288	0
TAP	39	288	4
TAP	39	336	1
TAP	39	336	3
STR	40	0	2
SCL	40	0	2	96	48	7
STR	40	96	4
SCR	40	96	4	96	48	7
STR	40	192	3
SF_	40	192	3	96	48	7
TAP	41	0	1
TAP	41	0	5
TAP	41	96	2
TAP	41	96	3
TAP	41	144	4
TAP	41	144	5
STR	41	192	0
SCR	41	192	0	96	48	3
STR	41	192	7
SCL	41	192	7	96	48	4
TTP	41	296	1E
TTP	41	296	7E
TTP	41	304	2E
TTP	41	304	6E
TTP	41	312	3E
TTP	41	312	5E
TAP	42	0	7
TAP	42	16	6
TAP	42	32	5
TAP	42	48	4
TAP	42	96	1
TAP	42	112	2
TAP	42	128	3
TAP	42	144	4
TAP	42	192	7
TAP	42	208	6
TAP	42	224	5
TAP	42	240	4
TAP	42	288	0
TAP	42	304	1
TAP	42	320	2
TAP	42	336	3
TAP	43	0	6
TAP	43	16	5
TAP	43	32	4
TAP	43	48	3
TAP	43	96	0
TAP	43	112	1
TAP	43	128	2
TAP	43	144	3
TAP	43	192	6
TAP	43	240	5
TAP	43	240	7
TAP	43	288	0
TAP	43	288	4
TAP	43	336	1
TAP	43	336	3
STR	44	0	2
SI_	44	0	2	96	48	6
STR	44	96	5
SI_	44	96	5	96	48	3
STR	44	192	1
SI_	44	192	1	96	48	7
STR	44	288	6
SI_	44	288	6	96	48	2
TAP	45	0	0
TAP	45	96	1
TAP	45	96	4
TAP	45	144	1
TAP	45	144	4
TAP	45	192	5
TAP	45	240	3
TAP	45	240	6
TAP	45	288	2
TAP	45	336	1
TAP	45	336	4
TAP	46	0	0
TAP	46	16	1
TAP	46	32	2
TAP	46	48	3
TAP	46	96	6
TAP	46	112	5
TAP	46	128	4
TAP	46	144	3
TAP	46	192	0
TAP	46	208	1
TAP	46	224	2
TAP	46	240	3
TAP	46	288	7
TAP	46	304	6
TAP	46	320	5
TAP	46	336	4
TAP	47	0	1
TAP	47	16	2
TAP	47	32	3
TAP	47	48	4
TAP	47	96	7
TAP	47	112	6
TAP	47	128	5
TAP	47	144	4
TAP	47	192	1
TAP	47	240	0
TAP	47	240	2
TAP	47	288	6
TAP	47	336	5
TAP	47	336	7
TAP	48	0	3
TAP	48	24	4
TAP	48	48	3
TAP	48	72	4
TAP	48	96	3
TAP	48	120	4
TAP	48	144	3
TAP	48	168	4
TAP	48	192	3
TAP	48	204	2
TAP	48	216	1
TAP	48	228	0
TAP	48	240	7
TAP	48	252	6
TAP	48	264	5
TAP	48	276	4
TAP	48	288	3
TAP	48	300	2
TAP	48	312	1
TAP	48	324	0
TAP	48	336	7
TAP	48	348	6
TAP	48	360	5
TAP	48	372	4
STR	49	0	3
SCL	49	0	3	96	192	4
SUR	49	0	3	96	192	4
TAP	50	0	1
TAP	50	0	6
TTP	50	96	1E
TTP	50	192	0C
TTP	50	288	5E
STR	51	0	6
SXR	51	0	6	96	240	3
TAP	51	192	1
TAP	51	288	2
TAP	52	0	1
TTP	52	96	7E
TTP	52	192	0C
TTP	52	288	3E
STR	53	0	1
SXL	53	0	1	96	240	4
TAP	53	192	6
TAP	53	288	5
TAP	54	0	6
TTP	54	96	4E
TTP	54	192	0C
TTP	54	288	0E
HLD	55	0	1	96
HLD	55	0	6	96
HLD	55	192	2	96
HLD	55	192	5	96
TAP	56	0	3
TAP	56	0	4
TAP	56	48	2
TAP	56	48	5
TAP	56	96	1
TAP	56	96	6
TAP	56	144	0
TAP	56	144	7
TAP	56	192	1
TAP	56	216	6
TAP	56	240	1
TAP	56	264	6
TAP	56	288	2
TAP	56	312	5
TAP	56	336	2
TAP	56	360	5
HLD	57	0	3	96
HLD	57	0	4	96
TTP	57	192	2E
TTP	57	240	6E
TTP	57	288	0C
TAP	58	0	0
TAP	58	0	7
TAP	58	96	3
TAP	58	96	6
TAP	58	144	3
TAP	58	144	6
TTP	58	240	0E
TTP	58	240	0B
TTP	58	240	1B
TTP	58	240	2E
TAP	58	336	3
TAP	58	336	6
TAP	59	0	3
TAP	59	0	6
TAP	59	48	5
TAP	59	72	4
TAP	59	96	5
TAP	59	144	3
TAP	59	144	6
STR	59	192	3
SI_	59	192	3	96	48	0
TAP	59	192	6
TAP	59	288	4
TAP	60	0	3
TAP	60	0	7
TAP	60	96	1
TAP	60	96	4
TAP	60	144	1
TAP	60	144	4
TTP	60	240	0E
TTP	60	240	6E
TTP	60	240	6B
TTP	60	240	7B
TAP	60	336	1
TAP	60	336	4
TAP	61	0	1
TAP	61	0	4
TAP	61	48	2
TAP	61	72	3
TAP	61	96	2
TAP	61	120	3
TAP	61	144	2
TAP	61	168	3
TAP	61	192	2
TAP	61	240	1
TAP	61	240	4
TAP	61	288	0
TAP	61	312	0
TAP	61	336	0
TAP	61	360	0
TAP	62	0	0
TAP	62	48	6
TAP	62	72	7
TAP	62	96	6
TAP	62	144	0
TAP	62	144	5
TTP	62	240	2B
TTP	62	240	2E
TTP	62	240	3B
TTP	62	240	4E
TAP	62	336	0
TAP	62	336	5
TAP	63	0	0
TAP	63	0	5
TAP	63	48	6
TAP	63	72	7
TAP	63	96	6
TAP	63	144	0
TAP	63	144	5
TAP	63	192	1
TAP	63	216	0
TAP	63	240	1
TAP	63	288	2
TAP	63	288	7
TAP	63	336	4
TAP	63	336	5
TAP	64	0	2
TAP	64	0	7
TAP	64	48	1
TAP	64	72	0
TAP	64	96	1
TAP	64	144	2
TAP	64	144	7
TTP	64	240	4B
TTP	64	240	4E
TTP	64	240	5B
TTP	64	240	6E
TAP	64	336	2
TAP	64	336	7
TAP	65	0	0
TAP	65	0	5
TAP	65	48	0
TAP	65	48	5
TAP	65	96	2
TAP	65	96	7
TAP	65	144	2
TAP	65	144	7
STR	65	192	1
SI_	65	192	1	96	48	5
STR	65	192	6
SI_	65	192	6	96	48	2
TAP	65	240	1
TAP	65	240	6
TTP	65	304	0C
TAP	66	0	0
TAP	66	0	7
TAP	66	96	4
TAP	66	96	6
STR	66	144	4
SI_	66	144	4	96	48	1
TAP	66	144	6
STR	66	240	6
SI_	66	240	6	96	48	3
TAP	66	336	2
TAP	67	0	2
TAP	67	96	1
TAP	67	96	3
TAP	67	144	1
STR	67	144	3
SI_	67	144	3	96	48	6
STR	67	240	1
SI_	67	240	1	96	48	4
TAP	67	336	5
HLD	68	0	5	72
TAP	68	72	4
TAP	68	96	5
TAP	68	144	3
TAP	68	144	6
HLD	68	192	7	72
TAP	68	264	0
TAP	68	288	7
TAP	68	336	1
TAP	68	336	6
HLD	69	0	2	72
TAP	69	0	5
TAP	69	72	3
TAP	69	96	2
TAP	69	144	1
TAP	69	144	4
TAP	69	192	2
HLD	69	192	5	72
TAP	69	264	4
TAP	69	288	5
TAP	69	336	3
TAP	69	336	6
TAP	70	0	7
TAP	70	48	2
TAP	70	72	3
TAP	70	96	2
TAP	70	144	1
TAP	70	144	4
TAP	70	192	0
TAP	70	240	5
TAP	70	264	4
TAP	70	288	5
TAP	70	336	3
TAP	70	336	6
TAP	71	0	7
TAP	71	48	2
TAP	71	72	3
TAP	71	96	2
TAP	71	144	1
TAP	71	144	4
TAP	71	192	0
TAP	71	240	5
TAP	71	264	4
TAP	71	288	5
TAP	71	336	3
TAP	71	336	6
TAP	72	0	2
TAP	72	0	4
TAP	72	48	2
TAP	72	48	4
TAP	72	96	3
TAP	72	96	6
TAP	72	144	3
TAP	72	144	6
TAP	72	192	1
TAP	72	192	5
TAP	72	240	1
TAP	72	240	5
TAP	72	288	3
TAP	72	288	7
TAP	72	336	3
TAP	72	336	7
TAP	73	0	0
TAP	73	12	1
TAP	73	24	2
TAP	73	36	3
TAP	73	48	4
TAP	73	60	5
TAP	73	72	6
TAP	73	84	7
TAP	73	96	0
TAP	73	108	1
TAP	73	120	2
TAP	73	132	3
TAP	73	144	4
TAP	73	156	5
TAP	73	168	6
TAP	73	180	7
TAP	73	192	0
TAP	73	204	1
TAP	73	216	2
TAP	73	228	3
TAP	73	240	4
TAP	73	252	5
TAP	73	264	6
TAP	73	276	7
TAP	73	288	0
TAP	73	300	1
TAP	73	312	2
TAP	73	324	3
TAP	73	336	4
TAP	73	348	5
TAP	73	360	6
TAP	73	372	7
TAP	74	0	0
THO	74	0	0C	384
TAP	75	288	1
TAP	75	288	6
TAP	76	0	0
TAP	76	0	7
TAP	76	48	1
TAP	76	72	0
TAP	76	96	1
TAP	76	144	6
TAP	76	168	7
TAP	76	192	6
TAP	76	240	2
TAP	76	264	3
TAP	76	288	1
TAP	76	336	5
TAP	76	360	4
TAP	77	0	6
TAP	77	48	3
TAP	77	72	4
TAP	77	96	3
TAP	77	144	0
TAP	77	144	7
TAP	77	168	1
TAP	77	168	6
TAP	77	192	2
TAP	77	192	5
TAP	77	288	4
TAP	77	288	5
TAP	77	336	2
TAP	77	336	3
TAP	78	0	0
TAP	78	0	1
TAP	78	48	6
TAP	78	72	7
TAP	78	96	6
TAP	78	144	4
TAP	78	144	5
TAP	78	192	2
TAP	78	192	3
TAP	78	240	1
TAP	78	264	0
TAP	78	288	1
TAP	78	336	2
TAP	78	336	3
TAP	79	0	4
TAP	79	0	5
TAP	79	48	6
TAP	79	72	7
STR	79	96	6
SI_	79	96	6	96	48	2
TAP	79	144	0
STR	79	192	0
SI_	79	192	0	96	48	4
TAP	79	288	7
TAP	80	0	1
TAP	80	0	6
TAP	80	48	5
TAP	80	72	4
TAP	80	96	6
TAP	80	144	2
TAP	80	168	3
TAP	80	192	1
TAP	80	240	5
TAP	80	264	4
TAP	80	288	7
TAP	80	336	2
TAP	80	360	3
TAP	81	0	0
TAP	81	48	4
TAP	81	48	5
TAP	81	96	6
TAP	81	96	7
TAP	81	144	0
TAP	81	144	1
TAP	81	192	2
STR	81	192	7
SCL	81	192	7	96	48	4
TAP	81	288	0
TAP	81	336	1
TAP	82	0	2
TAP	82	0	3
TAP	82	48	1
TAP	82	48	4
TAP	82	96	0
TAP	82	96	5
TAP	82	144	6
TAP	82	144	7
TAP	82	240	1
TAP	82	264	0
TAP	82	288	1
STR	82	336	2
SCL	82	336	2	96	48	7
TAP	82	336	7
STR	83	48	4
SCR	83	48	4	96	48	7
STR	83	144	3
SF_	83	144	3	96	48	7
TTP	83	248	3B
TTP	83	256	0C
TTP	83	264	7B
TAP	84	0	1
TAP	84	0	5
TAP	84	48	6
TAP	84	72	7
TAP	84	96	6
TAP	84	144	1
TAP	84	168	0
TAP	84	192	1
TAP	84	240	5
TAP	84	264	4
TAP	84	288	6
TAP	84	336	2
TAP	84	360	3
TAP	85	0	1
TAP	85	48	4
TAP	85	72	3
TAP	85	96	4
TAP	85	144	0
TAP	85	144	7
TAP	85	168	1
TAP	85	168	6
TAP	85	192	2
TAP	85	192	5
TAP	85	288	2
TAP	85	288	3
TAP	85	336	4
TAP	85	336	5
TAP	86	0	6
TAP	86	0	7
TAP	86	48	1
TAP	86	72	0
TAP	86	96	1
TAP	86	144	2
TAP	86	144	3
TAP	86	192	4
TAP	86	192	5
TAP	86	240	6
TAP	86	264	7
TAP	86	288	6
TAP	86	336	4
TAP	86	336	5
TAP	87	0	2
TAP	87	0	3
TAP	87	48	1
TAP	87	72	0
STR	87	96	1
SI_	87	96	1	96	48	5
TAP	87	144	7
STR	87	192	7
SI_	87	192	7	96	48	3
TAP	87	288	0
TAP	88	0	2
TAP	88	0	4
TAP	88	48	1
TAP	88	72	0
TAP	88	96	1
TAP	88	144	2
TAP	88	144	7
TAP	88	192	3
TAP	88	192	5
TAP	88	240	6
TAP	88	264	7
TAP	88	288	6
TAP	88	336	0
TAP	88	336	5
TAP	89	0	2
TAP	89	0	4
TAP	89	48	3
TAP	89	48	5
TAP	89	96	1
TAP	89	96	4
TAP	89	144	3
TAP	89	144	6
STR	89	192	0
SCR	89	192	0	96	48	3
STR	89	192	7
SCL	89	192	7	96	48	4
TTP	89	296	1E
TTP	89	296	7E
TTP	89	304	2E
TTP	89	304	6E
TTP	89	312	3E
TTP	89	312	5E
TAP	90	0	3
TAP	90	24	4
TAP	90	48	3
TAP	90	72	4
TAP	90	96	2
TAP	90	120	5
TAP	90	144	2
TAP	90	168	5
TAP	90	192	1
TAP	90	216	6
TAP	90	240	1
TAP	90	264	6
TAP	90	288	0
TAP	90	312	7
TAP	90	336	0
TAP	90	360	7
TAP	91	0	0
TAP	91	16	1
TAP	91	32	2
TAP	91	48	3
TAP	91	96	7
TAP	91	112	6
TAP	91	128	5
TAP	91	144	4
TAP	91	192	0
TAP	91	204	1
TAP	91	216	2
TAP	91	228	3
TAP	91	240	4
TAP	91	252	5
TAP	91	264	6
TAP	91	276	7
TAP	91	288	0
TAP	91	300	1
TAP	91	312	2
TAP	91	324	3
TAP	91	336	4
TAP	91	348	5
TAP	91	360	6
TAP	91	372	7
TAP	92	0	0
THO	92	0	0C	1440
TAP	95	288	0


